customer_id,first_order_date,last_order_date,total_orders,total_spend,country
12435,2009-12-02,2011-09-21,6,13925.93,Denmark
12436,2011-09-01,2011-09-01,1,429.01,Norway
12437,2009-12-02,2011-12-08,38,11282.4,France
12438,2011-07-22,2011-11-25,2,2466.85,Norway
12439,2009-12-14,2010-01-26,2,1158.18,Cyprus
12440,2009-12-22,2010-09-03,2,739.2,Austria
12441,2010-12-08,2010-12-08,1,311.1,France
12442,2011-12-06,2011-12-06,1,144.06,Spain
12443,2009-12-07,2009-12-07,1,365.31,Norway
12444,2011-06-21,2011-11-18,5,4085.46,Norway
12445,2010-10-15,2011-11-17,2,378.98,Spain
12446,2011-10-13,2011-10-13,1,1002.31,RSA
12447,2011-04-10,2011-04-10,1,431.49,Belgium
12448,2011-10-26,2011-10-26,1,365.45,Spain
12449,2011-06-05,2011-11-17,4,3596.29,Denmark
12449,2010-09-27,2010-09-27,1,678.6,Denmark
12450,2010-08-22,2011-07-06,5,688.2,Spain
12451,2010-06-28,2011-11-29,8,12629.88,Switzerland
12452,2011-11-23,2011-11-23,1,348.57,Switzerland
12453,2011-07-28,2011-07-28,1,707.09,Austria
12454,2010-10-14,2011-10-14,4,16459.78,Spain
12455,2009-12-18,2011-02-16,5,5066.99,Cyprus
12455,2011-06-03,2011-09-27,4,655.96,Cyprus
12456,2011-03-30,2011-10-26,3,2581.04,Switzerland
12457,2011-09-19,2011-10-04,2,392.7,Switzerland
12457,2010-09-30,2011-09-14,5,2163.21,Switzerland
12458,2010-08-09,2011-09-29,4,1502.49,Switzerland
12459,2010-04-13,2010-04-13,1,398.36,Spain
12460,2010-09-09,2010-09-09,1,296.65,Belgium
12461,2011-07-08,2011-07-08,1,626.88,Switzerland
12462,2011-02-09,2011-11-21,2,937.59,Spain
12463,2011-04-12,2011-10-17,4,1200.78,Belgium
12464,2011-02-03,2011-11-29,8,957.05,Belgium
12465,2011-06-23,2011-11-22,2,682.19,Belgium
12466,2010-01-26,2010-01-26,1,56.73,France
12467,2010-10-12,2010-10-12,1,132.8,USA
12468,2010-01-26,2011-06-05,5,3238.74,Germany
12469,2010-06-21,2010-07-05,2,3070.54,Thailand
12470,2010-01-19,2010-01-19,1,211.95,Unspecified
12471,2009-12-07,2011-12-07,72,35186.59,Germany
12472,2009-12-14,2011-11-07,19,16494.59,Germany
12473,2011-06-01,2011-10-17,3,2596.23,Germany
12474,2010-02-11,2011-11-22,29,11362.45,Germany
12475,2010-10-26,2011-10-17,2,1065.64,Germany
12476,2010-07-26,2011-11-24,18,12351.41,Germany
12477,2010-03-26,2011-11-17,9,20276.37,Germany
12478,2011-12-06,2011-12-06,1,545.99,Greece
12479,2011-11-28,2011-11-28,1,473.2,Germany
12480,2010-07-20,2011-11-11,7,4834.85,Germany
12481,2010-04-11,2011-11-17,14,11191.39,Germany
12482,2010-02-24,2010-05-12,27,21941.72,Sweden
12483,2010-01-31,2011-11-22,19,4092.58,Sweden
12484,2010-01-27,2011-11-04,9,5573.15,Spain
12485,2010-06-28,2010-06-28,1,708.1,Sweden
12486,2010-10-04,2010-10-04,1,917.28,Sweden
12487,2009-12-09,2009-12-09,1,285.3,Sweden
12488,2011-09-25,2011-11-30,3,1244.66,France
12489,2011-01-07,2011-01-07,1,298.93,France
12490,2009-12-01,2011-12-04,20,8764.64,France
12491,2011-11-01,2011-11-01,1,424.4,France
12492,2010-11-01,2011-10-07,3,607.21,Germany
12493,2011-05-26,2011-06-27,2,379.74,France
12494,2010-05-12,2011-11-24,9,1602.87,France
12495,2010-03-09,2010-03-09,1,277.4,Sweden
12496,2010-03-29,2010-03-29,2,54.09,Spain
12497,2010-03-05,2011-09-19,3,5996.5,Germany
12498,2011-10-13,2011-11-18,3,349.7,Germany
12499,2010-05-28,2010-05-28,1,357.72,Germany
12500,2010-02-04,2011-11-16,18,5559.21,Germany
12501,2011-01-07,2011-01-07,1,2025.39,Germany
12502,2011-02-03,2011-09-05,5,2995.87,Spain
12503,2010-05-04,2010-05-04,1,896.0,Spain
12504,2010-04-22,2011-11-21,4,689.05,Germany
12505,2010-10-27,2010-10-27,1,787.2,Italy
12506,2011-04-21,2011-04-21,1,73.5,France
12507,2010-05-04,2011-07-28,4,1508.06,Spain
12508,2011-11-10,2011-11-13,2,398.27,France
12509,2011-02-28,2011-02-28,1,158.5,France
12510,2009-12-04,2011-07-20,7,3039.03,Spain
12511,2010-10-07,2010-10-07,1,3084.02,Greece
12512,2011-10-04,2011-10-04,2,138.03,Israel
12513,2011-08-19,2011-08-19,1,558.29,France
12514,2010-03-08,2011-03-17,2,1597.76,Italy
12515,2010-12-21,2010-12-21,1,278.7,Italy
12516,2010-04-19,2011-09-23,4,2288.62,Germany
12517,2011-06-02,2011-11-11,4,2322.84,Germany
12518,2011-08-21,2011-12-09,5,1840.89,Germany
12519,2010-08-20,2011-10-07,2,636.54,Germany
12520,2011-03-11,2011-09-21,5,2346.26,Germany
12521,2011-07-20,2011-07-20,1,545.68,Germany
12522,2011-10-19,2011-10-31,2,156.72,Germany
12523,2009-12-07,2011-11-20,23,4030.15,France
12524,2010-02-08,2011-11-30,17,9794.11,Germany
12525,2010-03-02,2010-07-29,3,883.73,France
12526,2011-09-06,2011-12-09,3,1172.66,Germany
12527,2010-06-28,2011-09-19,5,717.51,Germany
12528,2011-01-31,2011-11-30,6,1645.48,Germany
12529,2010-06-29,2010-06-29,1,316.48,France
12530,2010-03-07,2011-10-11,9,3381.26,Germany
12531,2010-01-22,2011-11-25,2,1771.2,Germany
12532,2011-11-09,2011-11-09,1,313.83,France
12533,2009-12-01,2010-03-22,2,1223.89,Germany
12534,2011-08-01,2011-08-01,1,981.18,Germany
12535,2011-06-06,2011-09-09,2,716.35,France
12536,2011-10-11,2011-10-11,1,4279.71,France
12537,2010-10-27,2010-10-27,1,612.94,Sweden
12538,2010-11-26,2011-11-10,2,640.45,Spain
12539,2009-12-23,2011-11-17,7,11186.75,Spain
12540,2009-12-07,2011-11-20,32,19250.49,Spain
12541,2011-03-04,2011-11-10,3,841.18,Spain
12542,2010-03-09,2010-08-12,2,481.88,Spain
12543,2010-09-17,2010-09-17,1,840.25,Spain
12544,2011-11-03,2011-11-03,1,316.7,Spain
12545,2011-03-25,2011-09-25,2,832.39,Spain
12546,2011-09-23,2011-10-24,2,1021.5,Spain
12547,2010-07-27,2011-05-26,3,299.58,Spain
12548,2011-06-26,2011-06-26,1,67.2,Spain
12549,2010-01-11,2010-05-13,5,1570.68,USA
12550,2011-09-21,2011-09-21,1,824.83,Spain
12551,2010-12-17,2010-12-17,1,168.0,Spain
12552,2011-10-31,2011-10-31,1,317.82,Italy
12553,2010-10-12,2011-12-01,12,4104.75,France
12554,2010-09-17,2010-09-17,1,384.5,Spain
12555,2010-01-26,2010-01-26,1,129.23,Spain
12556,2011-07-11,2011-10-20,2,603.71,Spain
12557,2009-12-17,2011-11-23,8,18716.14,Spain
12558,2011-12-02,2011-12-02,1,269.96,USA
12559,2011-01-24,2011-02-02,2,525.71,Germany
12560,2011-07-19,2011-12-04,2,1918.01,Germany
12561,2011-02-10,2011-02-10,1,238.85,Germany
12562,2010-09-30,2011-12-01,9,4426.92,France
12563,2010-10-27,2010-10-27,1,221.24,Italy
12564,2011-03-23,2011-03-23,1,402.9,France
12565,2011-02-24,2011-02-24,1,145.92,Saudi Arabia
12566,2011-09-14,2011-09-14,1,297.65,Germany
12567,2010-02-11,2011-11-17,15,12467.86,France
12568,2010-03-05,2010-03-05,1,52.0,Germany
12569,2011-04-01,2011-12-07,32,3152.69,Germany
12570,2010-01-26,2010-01-26,1,77.52,Spain
12571,2011-08-10,2011-10-31,2,519.61,France
12572,2011-10-19,2011-12-01,2,912.42,Germany
12573,2010-08-31,2011-04-26,5,717.41,France
12574,2011-01-28,2011-01-28,1,182.45,France
12575,2010-07-01,2010-09-08,2,568.82,France
12576,2010-07-01,2011-11-04,8,2062.72,Poland
12577,2009-12-03,2011-11-04,8,1649.8,France
12578,2010-09-22,2011-11-18,4,4026.45,Italy
12579,2011-09-22,2011-09-22,1,386.42,France
12580,2010-05-12,2011-04-07,2,962.9,Germany
12581,2011-10-31,2011-10-31,1,179.71,Germany
12582,2010-05-11,2011-04-15,4,1820.4,Finland
12583,2009-12-06,2011-12-07,27,13295.44,France
12584,2011-03-04,2011-12-06,9,2254.15,Italy
12585,2010-12-23,2011-04-19,2,1824.1,Germany
12586,2009-12-16,2011-11-22,4,2062.67,Italy
12587,2011-12-02,2011-12-02,1,104.0,Finland
12588,2010-04-21,2011-10-31,3,718.78,Finland
12589,2010-01-19,2011-11-11,6,3294.91,France
12590,2011-05-12,2011-05-12,1,9341.26,Germany
12591,2010-10-27,2011-01-26,3,1128.15,Italy
12592,2010-07-08,2011-09-08,4,1723.64,Germany
12593,2011-05-05,2011-08-23,3,382.1,France
12594,2010-03-03,2011-11-02,14,4890.11,Italy
12595,2010-07-23,2010-07-23,1,281.02,Germany
12596,2011-04-11,2011-10-19,2,450.27,Spain
12597,2011-03-16,2011-11-20,4,3195.22,Spain
12598,2010-03-01,2011-11-30,10,4192.09,France
12599,2010-05-11,2011-11-10,13,2026.72,France
12600,2009-12-07,2011-11-11,21,4448.92,Germany
12601,2010-10-31,2011-06-03,6,573.26,Germany
12602,2011-10-12,2011-10-12,1,153.12,France
12603,2011-11-18,2011-11-18,1,613.2,Germany
12604,2011-03-23,2011-09-21,2,236.18,France
12605,2010-09-07,2010-11-28,3,1124.95,Germany
12606,2010-01-26,2010-01-26,1,21.0,Spain
12607,2011-10-10,2011-10-10,1,1579.51,USA
12608,2010-10-31,2010-10-31,1,415.79,United Kingdom
12609,2009-12-20,2011-09-22,9,3021.86,Germany
12610,2011-08-05,2011-11-17,4,1747.54,Italy
12611,2011-10-18,2011-10-18,1,1193.32,Italy
12612,2011-09-26,2011-09-26,1,668.04,Germany
12613,2009-12-14,2011-10-13,9,6295.07,Germany
12614,2011-03-07,2011-03-07,1,315.6,Germany
12615,2010-03-18,2011-12-07,8,5362.98,France
12616,2010-11-16,2011-09-05,3,1023.1,France
12617,2011-11-10,2011-11-10,1,355.53,France
12618,2011-11-18,2011-11-18,1,137.31,Italy
12619,2010-05-28,2011-11-23,9,3085.7,Germany
12620,2011-05-19,2011-11-25,3,1303.41,France
12621,2010-02-09,2011-12-08,35,22525.81,Germany
12622,2011-04-21,2011-04-21,1,162.1,Germany
12623,2010-01-12,2011-03-08,7,3315.84,Germany
12624,2011-06-15,2011-08-25,2,569.13,France
12625,2010-04-22,2011-05-12,4,4678.88,Germany
12626,2011-01-17,2011-11-16,9,5954.48,Germany
12627,2011-07-22,2011-11-29,6,4082.53,Germany
12628,2011-10-06,2011-12-05,3,732.46,Germany
12629,2010-10-12,2010-11-19,2,1198.22,Sweden
12630,2011-10-27,2011-11-30,2,1030.88,Finland
12631,2010-01-15,2011-10-13,6,3321.57,Finland
12632,2010-05-24,2010-07-07,2,714.88,Germany
12633,2010-07-02,2011-10-12,7,5156.16,Germany
12634,2010-06-09,2010-06-09,1,360.0,USA
12635,2010-09-09,2011-09-11,4,2624.41,Germany
12637,2010-06-14,2011-10-03,12,8142.31,France
12638,2010-03-10,2011-11-06,2,681.49,Sweden
12639,2010-03-22,2011-04-15,3,1072.37,Sweden
12640,2011-09-19,2011-11-16,3,994.58,France
12641,2011-08-16,2011-08-16,1,145.9,Sweden
12642,2011-08-24,2011-11-14,3,905.26,Germany
12643,2010-04-07,2011-08-03,11,7849.42,France
12644,2010-01-14,2011-08-02,4,1900.49,Germany
12645,2010-02-09,2011-11-06,8,3215.3,Germany
12646,2011-10-21,2011-12-05,2,1346.97,USA
12647,2010-01-13,2011-11-17,35,14916.35,Germany
12648,2010-01-07,2011-07-08,4,1039.0,Germany
12649,2010-01-12,2011-08-24,8,2096.65,Germany
12650,2011-12-06,2011-12-06,1,242.44,France
12651,2010-08-31,2011-01-09,4,377.75,France
12652,2011-01-12,2011-01-12,1,793.98,Germany
12652,2010-10-01,2010-10-01,1,97.05,Germany
12653,2010-07-01,2011-07-14,3,4160.83,Israel
12654,2011-02-17,2011-11-29,5,529.98,Germany
12655,2010-10-12,2010-10-12,1,243.35,France
12656,2010-05-26,2011-11-22,8,5723.83,France
12657,2011-09-22,2011-11-28,4,1427.18,France
12658,2011-11-21,2011-11-21,1,632.05,Germany
12659,2011-11-10,2011-11-10,1,73.68,France
12660,2011-11-28,2011-11-28,1,227.1,France
12661,2010-09-29,2010-09-29,1,162.0,Sweden
12662,2010-04-01,2011-12-09,20,6374.02,Germany
12663,2010-02-09,2010-03-25,2,185.4,Germany
12664,2009-12-13,2011-12-01,11,5420.04,Finland
12665,2010-02-08,2011-01-19,3,259.6,Germany
12666,2010-11-10,2010-11-10,1,1248.42,Israel
12667,2011-10-12,2011-10-12,1,460.13,Finland
12668,2010-01-31,2011-11-28,9,9967.68,Germany
12669,2011-03-28,2011-07-12,2,1427.73,France
12670,2010-02-11,2011-11-29,7,3436.29,France
12671,2010-04-12,2010-04-12,1,2622.48,Germany
12672,2010-04-23,2011-01-14,2,407.05,France
12673,2010-11-03,2011-12-04,3,1140.02,Germany
12674,2011-05-16,2011-11-01,4,1844.6,France
12675,2010-05-10,2010-06-04,2,874.5,Italy
12676,2010-08-13,2011-11-15,10,2333.09,Sweden
12677,2010-02-11,2010-06-02,2,359.1,France
12678,2010-01-07,2011-10-28,15,32595.18,France
12679,2011-03-01,2011-10-12,4,951.02,France
12680,2011-08-18,2011-12-09,4,790.81,France
12681,2009-12-13,2011-11-25,44,27898.28,France
12682,2009-12-01,2011-12-06,51,21693.91,France
12683,2009-12-13,2011-12-05,20,11400.78,France
12684,2011-05-10,2011-12-02,6,2073.63,France
12685,2011-09-07,2011-11-11,6,2575.08,France
12686,2010-12-03,2010-12-03,1,142.28,France
12687,2010-08-16,2010-08-16,1,1858.91,Sweden
12688,2011-08-18,2011-08-18,1,4873.81,Israel
12689,2011-08-04,2011-11-14,2,1139.61,France
12690,2011-05-18,2011-05-18,1,335.01,France
12691,2010-10-15,2011-11-11,6,1044.4,France
12692,2010-03-12,2010-03-12,1,110.95,France
12693,2010-07-05,2011-08-04,7,1415.02,Germany
12694,2010-10-14,2011-09-30,3,1663.35,France
12695,2010-02-12,2011-12-02,7,1371.12,France
12696,2010-07-19,2010-10-01,2,731.91,Finland
12697,2011-06-23,2011-11-11,3,757.59,Sweden
12698,2010-04-28,2010-04-28,1,285.75,Germany
12699,2010-10-18,2010-10-18,1,566.11,Germany
12700,2011-05-08,2011-12-02,4,4525.99,France
12701,2010-03-16,2011-09-21,6,2248.41,Germany
12702,2011-11-20,2011-11-20,1,201.0,Germany
12703,2010-01-24,2011-09-29,4,898.53,Germany
12704,2011-06-23,2011-12-02,8,1740.84,Finland
12705,2010-06-24,2011-11-24,13,11114.1,Germany
12707,2011-02-21,2011-02-21,1,603.42,France
12708,2009-12-18,2011-11-10,18,4738.1,Germany
12709,2009-12-09,2011-11-24,33,30247.34,Germany
12710,2011-05-22,2011-09-04,3,1023.02,Germany
12711,2010-02-01,2010-04-07,2,1213.05,Germany
12712,2009-12-09,2011-11-11,21,6401.66,Germany
12713,2011-12-09,2011-12-09,1,794.55,Germany
12714,2009-12-04,2011-11-30,12,12815.71,France
12715,2011-08-25,2011-08-25,1,273.86,Sweden
12716,2011-07-29,2011-12-06,2,963.49,France
12717,2010-04-28,2011-07-11,3,1058.91,Greece
12718,2011-09-29,2011-09-29,1,202.25,France
12719,2011-10-05,2011-12-04,2,572.95,France
12720,2010-07-21,2011-12-07,29,7306.67,Germany
12721,2010-08-25,2011-11-08,8,3635.08,France
12722,2011-07-12,2011-09-15,4,979.63,France
12723,2011-10-05,2011-12-06,5,707.07,France
12724,2010-06-22,2011-12-04,7,2083.52,France
12725,2010-05-04,2010-12-03,3,2278.56,Italy
12726,2010-03-25,2011-11-11,11,3690.6,France
12727,2010-02-23,2011-11-29,10,4905.53,France
12728,2010-11-21,2011-09-29,5,926.17,France
12729,2011-08-18,2011-08-18,1,417.01,France
12730,2010-07-06,2010-07-06,1,703.25,Germany
12731,2010-03-02,2011-11-16,17,25631.71,France
12732,2011-06-13,2011-06-13,1,218.26,France
12733,2010-01-19,2011-04-19,4,2424.02,USA
12734,2010-11-12,2010-12-22,3,603.65,France
12735,2011-01-06,2011-01-28,2,689.57,France
12736,2011-01-11,2011-01-11,1,144.0,France
12738,2010-12-02,2010-12-02,1,274.7,Germany
12739,2010-11-10,2011-09-01,2,2421.23,United Arab Emirates
12740,2011-10-07,2011-10-07,1,427.6,France
12741,2010-06-24,2010-06-24,1,236.07,USA
12742,2010-03-24,2010-03-24,1,1201.52,United Arab Emirates
12743,2011-07-28,2011-07-28,2,546.43,Unspecified
12744,2010-04-27,2011-10-14,8,13158.16,Singapore
12745,2010-01-26,2010-01-26,1,201.56,EIRE
12745,2010-05-14,2010-08-10,2,723.85,EIRE
12746,2010-06-17,2010-06-17,1,254.55,United Kingdom
12747,2009-12-07,2011-12-07,26,9276.54,United Kingdom
12748,2009-12-04,2011-12-09,323,52581.8,United Kingdom
12749,2010-07-06,2011-12-06,9,6847.36,United Kingdom
12750,2011-08-03,2011-08-03,1,275.88,Poland
12751,2010-09-21,2010-09-21,1,268.27,Brazil
12752,2011-09-19,2011-09-19,1,4366.78,Norway
12753,2010-12-12,2011-11-17,6,21429.39,Japan
12754,2011-02-04,2011-04-18,3,3010.74,Japan
12755,2010-01-15,2011-03-04,11,9030.66,Japan
12756,2011-09-14,2011-09-14,1,112.08,Japan
12757,2011-05-12,2011-11-24,9,4199.2,Portugal
12758,2009-12-01,2011-08-15,7,9903.24,Portugal
12759,2009-12-04,2011-10-18,8,4618.74,Netherlands
12760,2010-09-10,2010-09-10,1,317.8,Netherlands
12761,2010-09-01,2010-09-01,1,712.95,Netherlands
12762,2011-11-14,2011-12-02,2,1702.52,Portugal
12763,2010-12-05,2011-07-24,2,814.16,Japan
12764,2011-01-27,2011-01-27,1,1693.88,Lebanon
12765,2010-03-08,2010-08-24,6,1299.58,Netherlands
12766,2010-10-28,2011-12-06,9,9116.28,Portugal
12767,2010-11-29,2010-11-29,1,949.82,Korea
12768,2010-09-15,2010-09-15,1,168.69,Korea
12769,2011-04-15,2011-04-15,1,1143.6,Brazil
12770,2010-09-09,2011-05-13,2,3246.45,Japan
12771,2010-08-11,2010-08-11,1,226.3,Portugal
12772,2011-10-11,2011-10-11,1,752.47,Portugal
12773,2010-05-24,2010-05-24,1,124.25,Portugal
12774,2010-06-22,2010-06-22,1,83.7,Netherlands
12775,2010-10-26,2011-11-22,7,1551.12,Netherlands
12776,2010-02-10,2010-02-10,1,27.5,Portugal
12777,2010-09-08,2010-09-08,1,519.45,United Kingdom
12778,2010-04-16,2011-11-20,9,1541.68,Netherlands
12779,2009-12-03,2011-11-02,14,6722.27,Poland
12780,2010-04-20,2010-04-20,1,322.4,Netherlands
12781,2011-02-28,2011-10-07,2,786.74,Czech Republic
12782,2010-07-08,2011-12-05,11,3862.24,Portugal
12783,2011-09-25,2011-12-07,4,1295.87,Portugal
12784,2010-06-28,2011-11-24,2,1552.75,Portugal
12785,2009-12-08,2010-12-10,3,904.4,Portugal
12786,2010-04-09,2010-04-09,1,668.5,Netherlands
12787,2010-10-22,2011-11-30,4,799.18,Netherlands
12788,2010-06-29,2010-09-02,4,384.9,Netherlands
12789,2010-01-15,2011-10-05,3,225.35,Netherlands
12790,2010-10-25,2011-05-31,2,546.85,Netherlands
12791,2010-03-25,2010-12-01,5,834.43,Netherlands
12792,2010-06-23,2011-03-28,2,715.01,Portugal
12793,2010-11-03,2011-01-09,3,849.33,Portugal
12794,2011-09-02,2011-10-17,2,860.41,Portugal
12795,2011-11-21,2011-11-21,1,318.48,Portugal
12796,2010-03-21,2010-03-21,1,351.0,Netherlands
12797,2010-10-11,2010-12-09,2,694.11,Portugal
12798,2010-10-14,2011-11-29,4,8510.93,Japan
12799,2010-06-28,2010-06-28,1,219.35,Japan
12800,2010-02-01,2010-08-26,2,500.25,Portugal
12801,2010-07-27,2010-07-27,1,871.82,Sweden
12802,2010-05-25,2011-06-06,5,2186.42,Netherlands
12803,2010-11-11,2010-11-11,1,1017.81,Netherlands
12804,2010-07-27,2010-08-31,2,327.02,Netherlands
12805,2010-02-03,2010-11-23,4,1230.95,Netherlands
12806,2010-04-30,2010-05-16,2,2558.96,Netherlands
12807,2010-11-21,2010-11-21,1,250.35,Sweden
12808,2010-09-03,2011-11-03,5,850.1,Portugal
12809,2010-03-02,2011-06-15,3,1384.34,Portugal
12810,2010-02-01,2010-06-23,2,534.99,Japan
12811,2010-10-08,2011-03-23,4,893.9,Portugal
12812,2011-10-26,2011-10-26,1,229.64,Japan
12813,2010-01-15,2010-07-26,3,1621.8,Netherlands
12814,2011-08-30,2011-08-30,1,85.92,Poland
12815,2011-05-25,2011-07-15,2,863.46,Poland
12816,2011-06-16,2011-09-05,2,452.2,Poland
12817,2010-10-01,2011-03-03,3,570.98,Austria
12818,2011-03-23,2011-03-23,1,1182.08,Austria
12819,2010-09-07,2010-09-07,1,540.52,United Kingdom
12820,2009-12-05,2011-12-06,11,2689.52,United Kingdom
12821,2010-04-07,2011-05-09,2,220.8,United Kingdom
12822,2011-09-13,2011-09-30,2,948.88,United Kingdom
12823,2010-01-29,2011-09-26,18,6501.5,United Kingdom
12824,2011-10-11,2011-10-11,1,397.12,United Kingdom
12825,2010-03-08,2010-07-06,2,518.63,United Kingdom
12826,2009-12-18,2011-12-07,12,2955.75,United Kingdom
12827,2011-10-26,2011-12-04,3,430.15,United Kingdom
12828,2011-08-01,2011-12-07,6,1018.71,United Kingdom
12829,2010-06-07,2011-01-07,3,385.3,United Kingdom
12830,2011-06-21,2011-11-02,6,6814.64,United Kingdom
12831,2010-09-02,2011-03-22,3,451.11,United Kingdom
12832,2011-09-02,2011-11-07,2,383.03,United Kingdom
12833,2011-07-17,2011-07-17,1,417.38,United Kingdom
12834,2011-03-02,2011-03-02,1,312.38,United Kingdom
12835,2009-12-03,2010-10-08,41,6043.31,United Kingdom
12836,2009-12-01,2011-10-11,15,6585.62,United Kingdom
12837,2010-05-19,2011-06-19,2,688.41,United Kingdom
12838,2010-04-26,2011-11-06,10,3398.48,United Kingdom
12839,2009-12-07,2011-12-07,26,10071.73,United Kingdom
